signal_id,version,trade_id,side,entry_id,entry_time,entry_price,qty,level_snapshot,trend_mode_at_entry,breakout_context,reverse_context,signal_bar_index,signal_open,signal_high,signal_low,signal_close,signal_volume,rsiVal,atr_,atrPct,smoothMid,midHigh,midLow,smoothRes,smoothSup,zoneOffset,channelWidth,signal_hour,signal_month,candle_direction,candle_body_pct,atr_pct_bucket,rsi_bucket
123,v17,123,long,Long1,2024-04-29 03:15:00,62655.75,0.030016581407920594,1,0,,,11437,62550.0,62733.4,62517.77,62655.72,275.20293,28.93933398217601,163.50567671041097,0.00260958898422061,63694.861515859775,65183.97375033589,62205.74928138364,66673.08598481202,60716.637046907505,476.51591503236097,5956.448937904512,3,2024-04,bullish,0.16873160183938699,q1_low,"(-0.001, 30.0]"
124,v17,124,short,Short1,2024-04-30 01:00:00,64356.9,0.029231619578132,1,0,,,11524,64579.99,64614.0,64350.0,64356.93,338.12613,70.06749951897883,200.34417805626947,0.0031130163924268837,63264.90577893598,64743.75857267325,61786.05298519874,66222.61136641052,60307.2001914615,473.2328939959215,5915.4111749490185,1,2024-04,bearish,0.3465982606690494,q2,"(70.0, 100.0]"
125,v17,126,long,Long1,2024-04-30 12:15:00,61296.14,0.01545972681763394,1,0,,,11569,61151.79,61337.78,60881.92,61296.11,814.92261,24.641648204815695,228.17887685198502,0.0037225670087707853,63216.22961269334,64696.6058400179,61735.85338536883,66176.98206734245,60255.477158044305,473.720392743852,5921.50490929815,12,2024-04,bullish,0.23544724126865427,q3,"(-0.001, 30.0]"
126,v17,125,long,Long2,2024-04-30 16:30:00,60374.229999999996,0.06268649238598988,2,0,,,11586,60272.37,60538.66,60158.86,60374.2,826.05319,32.352029761422955,256.50441704968904,0.004248576661052056,63156.47783054523,64640.62856947322,61672.32709161725,66124.77930840121,60188.17635268927,474.92823645695523,5936.60295571194,16,2024-04,bullish,0.1686647607752889,q3,"(30.0, 40.0]"
127,v17,127,short,TrendShort,2024-05-01 07:45:00,57499.96,0.1638708950756807,0,-1,breakout_down,,11647,57714.53,57920.16,57355.6,57499.99,2025.42434,14.960104598907051,311.12607999343413,0.005410889288736122,62652.60645058594,64151.22216731233,61153.990733859566,65649.83788403872,59655.375017133185,479.5570293524425,5994.462866905531,7,2024-05,bearish,0.37311310836749867,q4_high,"(-0.001, 30.0]"
128,v17,128,long,RevLong,2024-05-01 08:00:00,57347.34,0.16468423009043784,0,2,breakout_short_tp,rev_long,11648,57500.0,57596.63,57000.0,57347.31,3553.79516,14.203756720522804,314.69487899351617,0.0054875264244044954,62640.07719682053,64139.87439113206,61140.280002509,65639.67158544359,59640.48280819747,479.9351021796896,5999.18877724612,8,2024-05,bearish,0.26625486007975324,q4_high,"(-0.001, 30.0]"
129,v17,129,short,Short1,2024-05-03 14:00:00,61587.97,0.01598502804015711,1,0,,,11864,61689.95,62115.64,61507.26,61588.0,1719.71729,79.6907704030774,280.9297471194623,0.004561436434361602,59205.447257283864,60618.559739112665,57792.33477545507,62031.672220941466,56379.22229362628,452.1959941852151,5652.449927315189,14,2024-05,bearish,0.16553549392738373,q4_high,"(70.0, 100.0]"
130,v17,130,short,Short2,2024-05-03 14:00:00,61587.97,0.06393780720313866,2,0,,,11864,61689.95,62115.64,61507.26,61588.0,1719.71729,79.6907704030774,280.9297471194623,0.004561436434361602,59205.447257283864,60618.559739112665,57792.33477545507,62031.672220941466,56379.22229362628,452.1959941852151,5652.449927315189,14,2024-05,bearish,0.16553549392738373,q4_high,"(70.0, 100.0]"
131,v17,131,short,Short1,2024-05-03 23:45:00,62881.98,0.015483623564122211,1,0,,,11903,62968.56,63000.0,62799.31,62882.01,274.8526,62.57185277676412,273.4464198501206,0.004348563601101819,59087.238592172645,60487.27338125529,57687.20380309,61887.308170337936,56287.16901400735,448.01113250644704,5600.139156330588,23,2024-05,bearish,0.13763873005967148,q3,"(60.0, 70.0]"
132,v17,132,long,TrendLong,2024-05-04 11:00:00,64185.27,0.1516657319780164,0,1,breakout_up,,11948,64420.9,64540.0,64181.81,64185.24,955.84372,70.38128825844625,256.5943358799953,0.003997715610006215,59382.613744280476,60780.82129342922,57984.40619513175,62179.02884257796,56586.19864598302,447.4264157275949,5592.830196594936,11,2024-05,bearish,0.3671560626711118,q3,"(70.0, 100.0]"
133,v17,133,short,Short1,2024-05-05 11:45:00,63859.6,0.015006603586742322,1,0,,,12047,63897.26,63937.17,63780.0,63859.63,129.37136,60.25638108211561,205.9424310264218,0.003224923649360665,61163.11430182619,62610.23498480995,59715.99361884242,64057.35566779371,58268.87293585865,463.07861855480473,5788.482731935059,11,2024-05,bearish,0.05892611654656417,q2,"(60.0, 70.0]"
134,v17,134,short,Short2,2024-05-05 11:45:00,63859.6,0.060024250577144916,2,0,,,12047,63897.26,63937.17,63780.0,63859.63,129.37136,60.25638108211561,205.9424310264218,0.003224923649360665,61163.11430182619,62610.23498480995,59715.99361884242,64057.35566779371,58268.87293585865,463.07861855480473,5788.482731935059,11,2024-05,bearish,0.05892611654656417,q2,"(60.0, 70.0]"
135,v17,135,long,Long1,2024-05-07 23:30:00,62484.04,0.030580279767399007,1,0,,,12286,62340.01,62516.12,62304.82,62484.01,155.28419,33.8846361382607,232.09446534945147,0.0037144617534862353,63747.43394698702,65220.85275774969,62274.01513622435,66694.27156851237,60800.59632546168,471.49401944405514,5893.6752430506895,23,2024-05,bullish,0.23045896062048513,q3,"(30.0, 40.0]"
136,v17,136,long,Long1,2024-05-08 21:15:00,61650.04,0.01549793388757838,1,0,,,12373,61504.34,61763.37,61382.0,61650.01,442.77661,36.62737577895171,242.131985705169,0.00392752548953632,63461.24793935361,64915.80969954128,62006.68617916595,66370.37145972894,60552.124418978274,465.459763260053,5818.247040750663,21,2024-05,bullish,0.23628544423594666,q3,"(30.0, 40.0]"
137,v17,137,long,Long1,2024-05-10 15:15:00,61200.04,0.03123089114090761,1,0,,,12541,60888.0,61326.01,60857.64,61200.01,967.43924,26.04075814909018,242.12566089288018,0.003956301002122061,62462.00195944107,63883.438725937754,61040.565192944385,65304.87549243443,59619.1284264477,454.8597652789386,5685.747065986732,15,2024-05,bullish,0.5098201781339611,q3,"(-0.001, 30.0]"
138,v17,138,short,Short1,2024-05-13 08:45:00,62767.15,0.03043518639847586,1,0,,,12803,62993.67,63055.53,62763.88,62767.18,450.1887,75.63854468014269,173.2768819820388,0.002760628755060189,61368.42428457534,62842.44962737772,59894.39894177299,64316.4749701801,58420.37359897064,471.6881096967566,5896.101371209457,8,2024-05,bearish,0.36084144611881236,q1_low,"(70.0, 100.0]"
139,v17,139,short,Short1,2024-05-15 13:00:00,63731.19,0.014994236586646215,1,0,,,13012,63757.57,63838.83,63535.89,63731.22,694.19884,78.90956266915471,203.93137424469802,0.0031998661604892864,61882.09068999321,63356.60728841296,60407.57409157346,64831.12388683271,58933.057493153705,471.84531149432064,5898.066393679008,13,2024-05,bearish,0.04134551323511231,q2,"(70.0, 100.0]"
140,v17,140,short,Short2,2024-05-15 16:15:00,64821.16,0.05886545539988917,2,0,,,13025,65042.54,65150.0,64758.01,64821.19,752.3899,71.01585636047513,232.4984082102287,0.003586765503845713,61960.329294445895,63450.86005042081,60469.798538470975,64941.39080639572,58979.26778249606,476.96984191197265,5962.123023899658,16,2024-05,bearish,0.34147784081100413,q2,"(70.0, 100.0]"
141,v17,141,short,Short1,2024-05-15 22:45:00,66116.27,0.01429097327988234,1,0,,,13051,66139.54,66169.0,66058.36,66116.3,199.15154,65.10911389452849,249.51225402840242,0.003773838736112009,62216.661679605684,63729.15125638828,60704.17210282308,65241.64083317087,59191.68252604048,483.99666457043145,6049.958307130393,22,2024-05,bearish,0.03515018233021311,q3,"(60.0, 70.0]"
142,v17,142,short,Short1,2024-05-16 07:45:00,66142.59,0.014279615689559612,1,0,,,13087,66160.6,66259.12,66112.87,66142.62,285.7977,62.211655318733776,215.44998917835665,0.0032573549275543767,62715.43733963182,64240.74999208847,61190.124687175165,65766.06264454512,59664.81203471851,488.10004878612875,6101.250609826609,7,2024-05,bearish,0.027183682775206785,q2,"(60.0, 70.0]"
143,v17,144,short,Short1,2024-05-17 10:00:00,66263.85,0.01425648959748812,1,0,,,13192,66344.43,66354.0,66182.77,66263.88,231.56484,60.91516811324278,210.40592720184256,0.003175273274095066,63894.25210047298,65412.62514838614,62375.87905255984,66930.9981962993,60857.5060046467,485.8793753322086,6073.492191652607,10,2024-05,bearish,0.12155943781135116,q2,"(60.0, 70.0]"
144,v17,143,short,Short2,2024-05-17 15:30:00,67197.98,0.05615193204923697,2,0,,,13214,67392.01,67451.2,67171.14,67198.01,1028.02882,68.59192485910272,225.02352484516186,0.0033486635221067094,64164.85853092828,65685.2568009204,62644.46026093616,67205.65507091251,61124.06199094404,486.5274463974778,6081.593079968472,15,2024-05,bearish,0.2886990254622124,q2,"(60.0, 70.0]"
145,v17,145,short,Short1,2024-05-18 11:15:00,67270.97,0.014034221247749527,1,0,,,13293,67301.23,67316.25,67238.29,67271.0,126.4604,61.427798461649104,171.22688520177104,0.002545329862820101,65452.86616686184,67004.36731144716,63901.365022276506,68555.86845603249,62349.863877691176,496.4803662673052,6206.004578341315,11,2024-05,bearish,0.04493764029075817,q1_low,"(60.0, 70.0]"
146,v17,147,short,Short1,2024-05-20 16:45:00,68190.03,0.027690587680337095,1,0,,,13507,68250.0,68250.0,68054.01,68190.06,744.11788,76.04422555047393,188.12451983646434,0.002758826137364659,66803.53989749365,68383.2631665071,65223.816628480214,69962.98643552055,63644.09335946677,505.5114460843022,6318.893076053777,16,2024-05,bearish,0.08790137448185606,q1_low,"(70.0, 100.0]"
147,v17,146,short,Short2,2024-05-20 20:00:00,69672.02,0.05396365637073434,2,0,,,13520,70000.0,70421.24,69672.04,69672.05,2038.61192,77.91309573750712,222.77477199211592,0.003197476922124667,66857.72702037946,68438.69333444352,65276.760706315385,70019.6596485076,63695.794392251315,505.90922050050284,6323.865256256286,20,2024-05,bearish,0.47070525411552705,q2,"(70.0, 100.0]"
148,v17,148,short,Short1,2024-05-21 02:45:00,71283.77,0.013125172895953954,1,0,,,13547,71301.8,71400.0,71180.0,71283.8,733.52092,67.3771002035308,275.5590030202257,0.0038656609639248427,67059.44097279961,68673.17874144587,65445.70320415335,70286.91651009212,63831.965435507096,516.3960859668022,6454.9510745850275,2,2024-05,bearish,0.025251179089779162,q3,"(60.0, 70.0]"
149,v17,149,short,Short1,2024-05-21 23:30:00,70317.39,0.013303433045266566,1,0,,,13630,70328.0,70362.8,70242.53,70317.42,160.11932,62.2595187420649,254.0033304137635,0.0036122390499219613,68049.69334570147,69718.10827585295,66381.27841554994,71386.52320600444,64712.86348539842,533.8927776484815,6673.659720606018,23,2024-05,bearish,0.015046058288261638,q3,"(60.0, 70.0]"
150,v17,150,short,Short1,2024-05-22 15:45:00,70455.87,0.013280265418625248,1,0,,,13695,70500.5,70591.0,70350.47,70455.9,364.94941,63.329722626299144,237.4291254441911,0.003369896991510876,68698.9536637175,70376.97586133215,67020.93146610292,72054.99805894679,65342.909268488336,536.9671032366762,6712.088790458452,15,2024-05,bearish,0.0633020087742912,q2,"(60.0, 70.0]"
151,v17,151,long,Long1,2024-05-23 17:00:00,67981.13,0.013810018763063247,1,0,,,13796,67822.78,68029.71,67790.0,67981.1,340.53557,35.77946316220526,240.0409609685071,0.0035309955409445724,69660.2121387781,71325.50340843118,67994.920869125,72990.79467808426,66329.6295994719,532.8932062889892,6661.165078612365,17,2024-05,bullish,0.23288825864836987,q2,"(30.0, 40.0]"
152,v17,152,short,Short1,2024-05-27 16:15:00,70448.65,0.026658672193765658,1,0,,,14177,70568.0,70687.56,70381.52,70448.68,506.35495,80.55125830007087,159.3492152896617,0.0022619191060735517,68763.88219675285,70476.48121808676,67051.28317541891,72189.08023942068,65338.68415408498,548.0316868268565,6850.396085335706,16,2024-05,bearish,0.16937151980705245,q1_low,"(70.0, 100.0]"
153,v17,153,long,Long1,2024-05-29 16:15:00,67350.04,0.028116283127276192,1,0,,,14369,67196.17,67520.85,67193.34,67350.01,304.89137,37.20869161824173,222.76013260517792,0.0033074996218289787,68705.23579315726,70363.01491790736,67047.45666840715,72020.79404265746,65389.67754365704,530.4893199200341,6631.116499000425,16,2024-05,bullish,0.22841867432535867,q2,"(30.0, 40.0]"
154,v17,154,long,Long1,2024-05-31 16:15:00,67000.04,0.028247140422294995,1,0,,,14561,66825.01,67040.66,66670.0,67000.01,703.43228,31.170695001518283,207.7730090643709,0.0031010892246787864,68161.81084587546,69741.01920596023,66582.60248579073,71320.227566045,65003.39412570599,505.3466752271203,6316.833440339004,16,2024-05,bullish,0.2611939908665685,q2,"(30.0, 40.0]"
155,v17,155,short,Short1,2024-06-03 13:00:00,69555.77,0.013694577807229751,1,0,,,14836,69746.23,69760.0,69555.79,69555.8,300.57404,63.727481111498385,154.8726906904702,0.002226596354156953,67893.51274700268,69535.58015790713,66251.44533609822,71177.64756881159,64609.377925193745,525.4615714894276,6568.269643617845,13,2024-06,bearish,0.27378018799293946,q1_low,"(60.0, 70.0]"
156,v17,156,short,Short1,2024-06-04 13:45:00,69527.96,0.02739579169532265,1,0,,,14935,69547.99,69830.75,69512.22,69527.99,950.48847,70.72737617741157,174.05730014467005,0.0025034133756012514,68296.770370982,69957.32187195506,66636.21887000898,71617.87337292812,64975.667369035946,531.3764803113742,6642.206003892177,13,2024-06,bearish,0.02876539362061236,q1_low,"(70.0, 100.0]"
157,v17,157,short,Short1,2024-06-05 16:30:00,71516.71,0.013268973836848977,1,0,,,15042,71646.29,71697.95,71458.22,71516.74,304.32748,62.12331663782454,212.75804524372384,0.00297494048587399,69225.45046426875,70900.92405825,67549.9768702875,72576.39765223124,65874.50327630625,536.1515500739997,6701.894375924996,16,2024-06,bearish,0.18114640012951982,q2,"(60.0, 70.0]"
158,v17,158,long,Long1,2024-06-07 18:15:00,69041.04,0.013746687809702472,1,0,,,15241,68649.99,69395.04,68528.02,69041.01,2400.82512,24.105966065559315,216.27620183462327,0.003132575868090911,70843.27905836038,72495.18331778026,69191.37479894052,74147.08757720016,67539.47053952067,528.6093630143592,6607.617037679491,18,2024-06,bullish,0.5663590379109309,q2,"(-0.001, 30.0]"
159,v17,159,long,Long1,2024-06-09 03:00:00,69196.04,0.027437256219018966,1,0,,,15372,69174.92,69210.0,69174.92,69196.01,50.74213,35.55671001926558,97.33228891978113,0.0014066170711256494,70440.6399728176,72155.69151262005,68725.58843301519,73870.74305242249,67010.53689321279,548.8164927367761,6860.206159209702,3,2024-06,bullish,0.030478635979150404,q1_low,"(30.0, 40.0]"
160,v17,160,long,Long1,2024-06-11 02:45:00,68268.65,0.02782179695275524,1,0,,,15563,68084.5,68333.0,68053.87,68268.62,688.39217,23.134394760067053,141.24217256509726,0.0020689179386531803,69508.35998941866,71310.5905818691,67706.12939696824,73112.82117431954,65903.89880451783,576.7137895841373,7208.922369801716,2,2024-06,bullish,0.26969931426766114,q1_low,"(-0.001, 30.0]"
161,v17,161,long,Long1,2024-06-13 16:00:00,66708.17,0.028397360425223995,1,0,,,15808,66470.01,66824.0,66251.78,66708.14,919.30402,34.81180694020712,250.21571307929446,0.003750902259893537,68207.47650798404,69944.00214750745,66470.95086846061,71680.52778703086,64734.42522893718,555.6882046474947,6946.102558093684,16,2024-06,bullish,0.35697292714203194,q3,"(30.0, 40.0]"
162,v17,162,long,Long1,2024-06-14 16:45:00,65293.43,0.014512138071957417,1,0,,,15907,65288.46,65592.0,65200.87,65293.4,813.23454,20.230461620529667,215.01040257707294,0.0032929883047455475,67531.27699007328,69168.94934607268,65893.60463407385,70806.6217020721,64255.932278074426,524.0551539198135,6550.689423997668,16,2024-06,bullish,0.007565848921946672,q2,"(-0.001, 30.0]"
163,v17,163,long,Long1,2024-06-18 01:45:00,65134.02,0.029101938550310305,1,0,,,16231,64641.71,65182.95,64600.0,65133.99,1368.47504,32.4945816425797,219.04376222146493,0.003362971656142437,66264.66826737409,67897.65237202754,64631.68416272062,69530.63647668099,62998.70005806716,522.5549134891061,6531.936418613826,1,2024-06,bullish,0.7557958601952665,q2,"(30.0, 40.0]"
164,v17,164,long,Long1,2024-06-18 14:00:00,64867.27,0.029233302555752644,1,0,,,16280,64844.01,64875.88,64359.92,64867.24,1809.13279,34.26556329151333,222.95041174668793,0.0034370263286473716,66204.08416206403,67855.5546842612,64552.61363986683,69507.02520645836,62901.14311766964,528.4705671030976,6605.88208878872,14,2024-06,bullish,0.035811605365043936,q2,"(30.0, 40.0]"
165,v17,165,long,Long1,2024-06-21 09:00:00,63694.049999999996,0.029746073408631342,1,0,,,16548,63639.64,63812.0,63564.37,63694.02,494.62051,23.75537547681695,174.70670701564254,0.002742905959078145,65206.64637952138,66742.34494931367,63670.947809729085,68278.04351910597,62135.24923993679,491.423542333534,6142.794279169175,9,2024-06,bullish,0.08537693177475277,q1_low,"(-0.001, 30.0]"
166,v17,166,long,Long1,2024-06-24 00:15:00,63108.24,0.03002093648556835,1,0,,,16801,63102.59,63210.35,63064.0,63108.21,261.1209,17.58978951610814,90.9046349027262,0.0014404565571219054,64356.482927247096,65945.5784692842,62767.38738521,67534.6740113213,61178.291843172905,508.5105734518718,6356.382168148397,0,2024-06,bullish,0.008905338940848773,q1_low,"(-0.001, 30.0]"
167,v17,167,long,Long2,2024-06-24 09:45:00,61402.31,0.061371931199853264,2,0,,,16839,61085.1,61497.71,61050.01,61402.28,950.09756,30.866254061972512,162.91976079772272,0.0026533177725277094,64145.61235641279,65746.10936040244,62545.115352423134,67346.60636439208,60944.61834843348,512.1590412766876,6401.9880159585955,9,2024-06,bullish,0.5165606228302927,q1_low,"(30.0, 40.0]"
168,v17,168,long,Long3,2024-06-24 17:00:00,60211.38,0.06185372222287419,3,0,,,16868,60168.01,60488.91,59859.0,60211.35,1689.21327,28.03573303978328,207.60402518782413,0.0034479217819866877,63914.5503329556,65539.66864970422,62289.43201620696,67164.78696645286,60664.31369945833,520.0378613595618,6500.473266994522,17,2024-06,bullish,0.07197978454227734,q2,"(-0.001, 30.0]"
169,v17,169,long,Long1,2024-06-26 19:15:00,60819.119999999995,0.029955966452997383,1,0,,,17069,60806.64,60874.86,60715.3,60819.09,263.45557,36.45515655596714,205.40802359182163,0.0033773610159543925,61915.182610056916,63522.60352444033,60307.761695673515,65130.02443882374,58700.340781290106,514.3746926026907,6429.683657533635,19,2024-06,bullish,0.020470546336679964,q2,"(30.0, 40.0]"
170,v17,170,long,Long1,2024-06-28 19:30:00,60446.32,0.030154450350676536,1,0,,,17262,60446.01,60477.75,60216.76,60446.29,475.98656,28.850460272020584,183.76336722063274,0.0030401099425726996,61446.8887083584,62899.5868988821,59994.19051783469,64352.285089405814,58541.49232731098,464.8634209675866,5810.792762094832,19,2024-06,bullish,0.00046322115054345904,q2,"(-0.001, 30.0]"
171,v17,171,short,Short1,2024-07-01 01:15:00,63487.97,0.014471326762728977,1,0,,,17477,63644.0,63650.0,63410.0,63488.0,471.96011,72.98917767764695,140.49323426826697,0.0022129100659694268,61222.86436488397,62684.51511707806,59761.2136126899,64146.165869272154,58299.562860495826,467.7282407021063,5846.603008776328,1,2024-07,bearish,0.24571572580645162,q1_low,"(70.0, 100.0]"
172,v17,173,long,Long1,2024-07-03 03:15:00,60996.03,0.030129973833730055,1,0,,,17677,60814.86,61041.34,60600.0,60996.0,650.56988,26.887987029850308,162.0216727087792,0.002656267176680097,62313.21877452618,63804.89866259547,60821.5388864569,65296.578550664766,59329.85899838762,477.3375641821715,5966.7195522771435,3,2024-07,bullish,0.29697029313397505,q1_low,"(-0.001, 30.0]"
173,v17,172,long,Long2,2024-07-03 20:00:00,59742.03,0.061267409310439225,2,0,,,17744,59671.11,59871.1,59671.1,59742.0,341.13295,31.28449677775943,186.1464051249842,0.0031158381896318203,62292.80115623364,63801.41473325895,60784.187579208345,65310.02831028425,59275.57400218304,482.75634464809673,6034.454308101209,20,2024-07,bullish,0.11866023902781864,q2,"(30.0, 40.0]"
174,v17,174,long,Long1,2024-07-04 04:30:00,58940.01,0.015464719795664893,1,0,,,17778,58804.23,58973.95,58736.0,58939.98,192.1923,37.00093522091053,213.52923867222432,0.003622825095499257,62109.64628622881,63626.55216221744,60592.74041024017,65143.45803820608,59075.83453425153,485.409880316364,6067.62350395455,4,2024-07,bullish,0.2303190465962153,q3,"(30.0, 40.0]"
175,v17,175,long,Long1,2024-07-04 11:45:00,57761.97,0.015745485894703228,1,0,,,17807,57716.0,57848.5,57691.81,57761.94,250.15689,38.71533764137228,240.18414416388072,0.004158173083588964,61760.895504791064,63284.700919061084,60237.090090521044,64808.5063333311,58713.28467625102,487.6177325664059,6095.221657080074,11,2024-07,bullish,0.07953333977356426,q3,"(30.0, 40.0]"
176,v17,176,long,Long1,2024-07-05 00:15:00,57050.03,0.01593404781359861,1,0,,,17857,56884.01,57294.02,56884.0,57050.0,699.62709,30.523222853076177,274.49125346824883,0.004811415485858875,60950.49941825317,62460.061965575434,59440.936870930906,63969.6245128977,57931.374323608645,483.06001514312464,6038.250189289058,0,2024-07,bullish,0.2909553023663417,q4_high,"(30.0, 40.0]"
177,v17,177,short,TrendShort,2024-07-05 03:00:00,55366.75,0.16421709794085815,0,-1,breakout_down,,17868,55766.32,55992.58,55000.0,55366.78,3839.14832,21.613817863368055,315.1809464612976,0.0056926002642974285,60755.104409717744,62262.90197934885,59247.30684008663,63770.69954897995,57739.50927045553,482.4952222819539,6031.190278524424,3,2024-07,bearish,0.7216240496557699,q4_high,"(-0.001, 30.0]"
178,v17,178,long,RevLong,2024-07-05 03:45:00,55228.02,0.1649831094399334,0,2,breakout_short_tp,rev_long,17871,55352.0,55371.1,55154.66,55227.99,902.08498,21.864190745737957,313.7090889693978,0.005680255409791263,60698.24014404479,62207.17090911126,59189.3093789783,63716.10167417773,57680.378613911824,482.8578448212723,6035.723060265904,3,2024-07,bearish,0.22454193969398856,q4_high,"(-0.001, 30.0]"
179,v17,179,long,Long1,2024-07-08 01:15:00,54794.03,0.01735354528011241,1,0,,,18149,54590.0,54843.38,54276.0,54794.0,1011.46704,26.272863288731315,234.6386219839641,0.0042821955320649,56831.950323195924,58211.123318534395,55452.777327857475,59590.29631387287,54073.60433251902,441.3353585083078,5516.691981353848,1,2024-07,bullish,0.3723035368836004,q3,"(-0.001, 30.0]"
180,v17,180,short,Short1,2024-07-10 04:30:00,59130.81,0.016170964997763618,1,0,,,18354,59260.01,59310.0,58976.44,59130.84,420.79747,75.61704665188569,270.7641121392826,0.004579067575215955,57023.832969831325,58376.15612014597,55671.50981951668,59728.479270460615,54319.18666920203,432.7434081006871,5409.292601258589,4,2024-07,bearish,0.21844776769618957,q4_high,"(70.0, 100.0]"
181,v17,181,short,Short1,2024-07-11 12:45:00,58816.32,0.01626113766661962,1,0,,,18483,58922.01,59212.0,58670.99,58816.35,721.89552,66.95324051424437,236.10216284925673,0.004014226704806686,57436.379018633794,58793.068047442204,56079.68998982538,60149.757076250615,54723.00096101697,434.14048921869136,5426.756115233642,12,2024-07,bearish,0.17964392554111824,q3,"(60.0, 70.0]"
182,v17,182,short,Short1,2024-07-13 12:45:00,58767.98,0.032556448110425455,1,0,,,18675,58774.0,58899.46,58670.0,58768.01,385.529,66.82499689157763,174.8522974005338,0.0029752972305942265,57796.010377492516,59128.81535365495,56463.20540133008,60461.620329817386,55130.40042516764,426.49759237197986,5331.219904649748,12,2024-07,bearish,0.01019262010062611,q2,"(60.0, 70.0]"
183,v17,183,short,Short1,2024-07-14 01:45:00,59705.96,0.016019747110157825,1,0,,,18727,59724.01,59753.01,59620.98,59705.99,139.75526,64.94372115959328,181.39936511379074,0.003038210489664282,57861.65164491598,59207.07281604373,56516.23047378822,60552.49398717148,55170.80930266046,430.5347747608816,5381.684684511019,1,2024-07,bearish,0.0301812263727711,q2,"(60.0, 70.0]"
184,v17,184,short,Short2,2024-07-14 22:00:00,60837.97,0.06276517493882558,2,0,,,18808,61276.36,61380.84,60764.9,60838.0,666.86683,65.76305025614124,185.93216773991065,0.0030561847486753452,58328.632599838005,59692.644241507514,56964.62095816852,61056.655883177016,55600.60931649903,436.48372533423884,5456.0465666779855,22,2024-07,bearish,0.7205365067885213,q2,"(60.0, 70.0]"
185,v17,185,short,Short1,2024-07-15 05:45:00,62799.96,0.015017670659385519,1,0,,,18839,62805.4,62968.15,62689.32,62799.99,327.32118,75.6571395420868,214.77845421873033,0.0034200396245083853,58639.22483789557,60018.76535169961,57259.68432409155,61398.30586550364,55880.14381028752,441.4529644172895,5518.1620552161185,5,2024-07,bearish,0.008614651053293947,q2,"(70.0, 100.0]"
186,v17,186,short,Short1,2024-07-15 16:45:00,63411.74,0.014867839772758447,1,0,,,18883,63454.0,63606.96,63369.16,63411.77,916.70974,66.55662119667501,219.88172938418552,0.003467522344577127,59367.14944004734,60763.64026946685,57970.658610627856,62160.13109888636,56574.167781208365,446.8770654142398,5585.963317677997,16,2024-07,bearish,0.06659646939362078,q2,"(60.0, 70.0]"
187,v17,187,short,Short1,2024-07-15 22:45:00,64343.57,0.014655027797075533,1,0,,,18907,64418.0,64639.99,64263.99,64343.6,426.81439,68.39983615278064,249.3842015722889,0.0038758198417913965,59801.08641417453,61200.17050095282,58402.00232739625,62599.25458773112,57002.91824061797,447.7069077690522,5596.336347113152,22,2024-07,bearish,0.11562921564848945,q3,"(60.0, 70.0]"
188,v17,188,long,TrendLong,2024-07-15 23:15:00,64514.03,0.14611393715139742,0,1,breakout_up,,18909,64536.61,64746.36,64484.42,64514.0,425.5922,70.43424223703207,250.53390500197736,0.003883403679852084,59838.605813679664,61238.888005797606,58438.32362156173,62639.17019791555,57038.041429443794,448.0903014777403,5601.128768471754,23,2024-07,bearish,0.03504665653966671,q3,"(70.0, 100.0]"
189,v17,189,short,Short1,2024-07-16 16:00:00,64741.98,0.014560183831053883,1,0,,,18976,64878.24,65200.0,64448.88,64742.01,1698.3817,68.26782856431612,293.2709243308746,0.004529839656366471,61165.29954507105,62608.19636589647,59722.40272424562,64051.093186721875,58279.50590342019,461.7269826641347,5771.587283301684,16,2024-07,bearish,0.2104197877081603,q4_high,"(60.0, 70.0]"
190,v17,190,short,Short1,2024-07-16 23:30:00,65190.380000000005,0.014461762619249965,1,0,,,19006,65227.9,65388.97,65000.36,65190.41,519.77345,63.01720257109802,293.86939724216217,0.004507862387154217,61739.2356505782,63204.695814604835,60273.77548655156,64670.15597863147,58808.31532252491,468.94725248852455,5861.840656106557,23,2024-07,bearish,0.05750845868280006,q4_high,"(60.0, 70.0]"
191,v17,191,short,Short1,2024-07-18 03:45:00,64865.05,0.02903314750545631,1,0,,,19119,64891.66,64959.99,64816.51,64865.08,166.29773,62.510302584772475,254.0689804200158,0.0039168837904773384,63768.92384585643,65254.43206085269,62283.41563086018,66739.94027584895,60797.907415863934,475.36262879880087,5942.032859985011,3,2024-07,bearish,0.04097736409174512,q3,"(60.0, 70.0]"
192,v17,192,short,Short1,2024-07-19 15:00:00,65589.99,0.02872534953100137,1,0,,,19260,65747.04,65849.65,65546.67,65590.02,781.23912,73.15009266588282,228.88755226403399,0.003489670414249515,64461.69324517328,65929.13137717756,62994.25511316903,67396.56950918185,61526.816981164775,469.5802022413659,5869.752528017074,15,2024-07,bearish,0.23939617643048364,q2,"(70.0, 100.0]"
193,v17,193,short,Short2,2024-07-19 21:15:00,67113.67,0.055881489916682396,2,0,,,19285,67197.65,67352.44,67088.68,67113.7,387.06526,68.51153049140879,244.22394849584447,0.0036389581932726772,64579.114370427116,66051.237203523,63106.99153733124,67523.36003661888,61634.86870423537,471.0793065906805,5888.491332383506,21,2024-07,bearish,0.12508623425619075,q3,"(60.0, 70.0]"
